campaign_reach_impressions,frequency,media_channels_count,campaign_duration_days,creative_quality,message_clarity,targeting_accuracy,competitive_clutter,season,budget_allocation,market_segment,geographic_coverage,awareness_score
7209587.671,13.60216991,4,77,Poor,Low,Moderate,Low,Regular,Distributed,Professionals,Local,97.66816007
9285907.629,3.03474265,5,53,Poor,High,Broad,High,Special Event,Distributed,Seniors,National,67.49767307
4884593.141,11.35026561,2,70,Poor,Medium,Precise,High,Special Event,Concentrated,Seniors,,23.42356255
973484.3007,4.719325698,,117,Good,Low,Broad,Low,Regular,Distributed,Seniors,Local,38.70195413
777915.1527,3.316352876,5,117,Excellent,Medium,Moderate,Medium,Special Event,Concentrated,Youth,Regional,75.4827087
,3.038436378,4,172,Average,High,Broad,Low,Holiday,Distributed,Professionals,National,49.93418586
,4.485843898,1,171,Excellent,High,Moderate,High,Holiday,,Professionals,Local,33.38940765
9558162.133,1.085596495,2,137,Poor,Medium,,High,Special Event,Distributed,Youth,Global,54.5673026
2884206.522,,1,91,Good,Low,Precise,High,Holiday,Concentrated,Family,National,37.14043121
2383369.135,7.68942243,1,,Excellent,Medium,Precise,Medium,Regular,Distributed,Seniors,Regional,77.23029182
1524715.675,2.731418952,5,65,Good,Low,Precise,Medium,Special Event,Concentrated,Youth,Global,31.71038792
1897094.388,8.239446063,2,78,Average,Medium,Precise,High,Holiday,Distributed,Professionals,Regional,71.63490405
7313119.79,10.27428655,1,23,Average,Low,Broad,High,Regular,Concentrated,Seniors,Global,25.16350797
,12.5666131,2,78,Excellent,Low,Broad,High,Regular,Distributed,Professionals,,56.14162565
1577314.66,9.27158188,2,31,Average,Low,Broad,High,Special Event,Distributed,Seniors,Regional,63.60300371
8878193.747,12.19822382,3,49,Excellent,Medium,,High,Holiday,Concentrated,Seniors,Regional,
3275650.06,8.887531244,1,75,Excellent,Medium,Broad,High,Special Event,Distributed,Youth,Regional,59.84695192
1493181.657,1.513719421,2,120,Good,High,Broad,,Holiday,Distributed,Professionals,National,20.91936549
9744348.76,1.084911871,3,42,Poor,Medium,Broad,High,Special Event,Distributed,Seniors,Local,91.84649128
6209586.754,,2,149,Poor,High,Moderate,Medium,Regular,Concentrated,Family,Global,74.62297152
5044783.266,8.598972737,2,7,Good,Medium,Moderate,High,Special Event,Concentrated,Family,Regional,43.17768298
6706802.309,2.650809923,5,50,Poor,High,Broad,Low,Regular,Concentrated,Professionals,Regional,57.70139045
3618902.952,6.866632444,3,83,Poor,Medium,Precise,Medium,Special Event,Concentrated,Youth,National,
7956744.428,8.108078946,5,158,Excellent,High,,High,Regular,Concentrated,Seniors,Local,97.87986361
4861785.09,4.219506257,3,30,Average,High,Moderate,High,Holiday,Concentrated,Professionals,Regional,51.91458257
1613373.921,13.96391504,4,40,Excellent,High,Precise,High,Holiday,Concentrated,Youth,,83.87221609
8124582.769,1.117504845,4,165,Poor,High,Broad,Medium,Special Event,Distributed,Youth,Local,42.44520558
3375019.061,12.11785562,1,16,Good,Low,Precise,,Special Event,,Youth,Regional,67.43601093
6221594.614,1.198318273,3,43,Poor,Medium,Broad,Medium,Special Event,Distributed,Family,Global,70.28534284
3464481.993,11.09940566,4,109,,High,Moderate,Low,Special Event,Distributed,Seniors,National,39.59808621
3033260.696,1.713457293,3,162,Poor,Low,Broad,Medium,Regular,,Professionals,Regional,26.74979301
58808.83273,8.881793081,3,15,Average,Medium,Moderate,Medium,Holiday,Concentrated,Family,Regional,68.60341545
9084505.78,12.27677389,2,28,Average,Low,Broad,High,Special Event,Concentrated,Seniors,Global,44.51456664
528890.3977,8.087357809,4,88,Poor,High,Broad,High,Regular,Distributed,Seniors,Regional,87.63039377
7180279.371,10.55696319,5,76,Poor,Medium,Broad,Low,Special Event,Concentrated,Seniors,National,97.90670852
6114471.491,5.595696792,4,68,Poor,Low,Moderate,Medium,Holiday,Concentrated,,Global,
244976.7954,4.924517314,4,176,Poor,Low,Moderate,Medium,Holiday,Concentrated,Seniors,Global,75.79767955
7118538.748,5.478683301,3,59,Average,Low,Precise,High,Regular,Concentrated,Youth,Regional,90.18615593
2012913.581,4.822766642,3,33,Good,Low,Broad,Medium,Special Event,Concentrated,Family,Local,21.77456419
4752583.238,11.48737834,3,156,Poor,Low,Moderate,Low,Holiday,Concentrated,,Regional,97.16047757
6123264.032,7.619460763,5,,Average,Medium,Precise,Low,Special Event,Distributed,,National,26.4201404
314599.8668,4.204729863,3,73,Poor,Medium,Broad,Medium,Special Event,Distributed,Seniors,Regional,96.89908327
8338215.081,10.03272289,1,67,Poor,,Moderate,Low,Regular,Distributed,,National,41.26706358
4200545.238,8.506365217,2,48,Good,Low,Moderate,Low,Special Event,Distributed,Family,Local,46.35318473
1335333.084,8.237965612,1,36,Average,High,Precise,High,Holiday,Concentrated,Professionals,Local,56.60617374
4484330.473,9.397206009,5,154,Good,Medium,Broad,High,Holiday,Concentrated,Youth,Global,29.80980311
5600347.376,11.05512962,2,135,Poor,Medium,Broad,Low,Special Event,Distributed,Family,Regional,64.92205618
1645215.55,10.72568245,4,41,Excellent,High,Moderate,Medium,Special Event,Concentrated,Professionals,National,78.71105455
6165612.526,5.572916928,1,18,Excellent,High,,High,Regular,Distributed,Professionals,Regional,92.56045698
5984429.953,13.19808246,1,142,Good,High,,Low,Holiday,Distributed,Professionals,Global,29.59929109
3320925.247,11.67886957,1,89,Average,Medium,Precise,High,Regular,Distributed,Youth,,99.61930196
4120554.81,9.390592416,1,29,Good,Medium,Broad,High,Regular,Concentrated,Seniors,National,22.73594379
5394798.966,3.765032638,2,,Poor,High,Moderate,High,Holiday,Concentrated,Seniors,Regional,46.49522103
3588155.851,1.300847735,3,100,Excellent,Low,Moderate,Low,Regular,Concentrated,,,51.13829362
4400561.44,,5,53,Average,Medium,Precise,Medium,Special Event,Distributed,Family,Global,99.37565603
3029594.767,4.925602279,5,105,Good,Medium,Moderate,High,Holiday,Distributed,Seniors,Local,27.78587838
7023731.866,7.884297262,1,17,Good,Low,Precise,,Holiday,Distributed,Family,Local,79.3157767
8080804.609,5.726553844,5,71,Good,High,Moderate,High,Regular,Distributed,,Local,57.5440423
5456629.07,3.619034601,2,94,Excellent,High,,High,Regular,Distributed,Seniors,Regional,91.06587022
288513.353,,4,52,,Medium,Precise,Medium,Regular,Concentrated,Professionals,Regional,59.48396711
1263541.582,13.30914795,2,135,Excellent,High,Broad,Low,Holiday,Distributed,Youth,Regional,62.73116863
5514262.32,3.620504314,5,153,Good,Medium,Precise,High,Regular,Distributed,Youth,Global,83.71813109
7145280.338,3.000148912,1,100,Good,Low,Broad,High,Regular,Concentrated,Seniors,Local,47.36224884
8511115.587,14.26968479,5,160,Excellent,High,Precise,High,Special Event,Concentrated,Youth,Regional,46.9519745
3501567.463,9.281084899,5,,Good,,Broad,,Special Event,Distributed,Youth,Local,27.51019767
1644373.947,13.48601664,2,80,Poor,High,Precise,High,Regular,Distributed,Seniors,Global,70.79143847
1925776.201,4.770130887,1,108,Excellent,High,Broad,Low,Holiday,Distributed,Seniors,Regional,59.20948234
7785341.099,14.77699201,2,142,Good,Low,Precise,Low,Special Event,,Professionals,Local,85.82440328
2859898.387,3.615013852,2,86,Good,Medium,Broad,Low,Regular,Concentrated,Youth,Global,49.44009863
585998.1081,2.142478954,3,15,Excellent,Medium,Broad,Low,Holiday,Distributed,Seniors,,50.41043608
8650970.264,9.634466093,5,177,Average,Medium,,Medium,Holiday,Distributed,Youth,Global,81.42473542
5306465.835,12.6750696,4,38,Average,High,Moderate,High,Special Event,Concentrated,Professionals,National,94.50208717
9852379.613,2.043144129,5,14,Excellent,Low,Precise,Medium,Regular,Concentrated,Professionals,Regional,62.89871246
5591811.253,9.489064803,4,11,Poor,Medium,Broad,Low,Special Event,Distributed,Professionals,Local,26.33982566
2345005.327,10.96693539,4,104,Excellent,Low,,Low,,Concentrated,Youth,Global,45.85675696
7883594.838,6.18438887,4,155,Poor,Low,Moderate,Low,Holiday,Concentrated,Youth,Local,46.43424239
7065162.999,4.092642192,4,54,Good,High,Broad,Medium,Special Event,Concentrated,Professionals,Regional,88.70002553
5347756.528,11.84905396,2,56,Poor,High,Broad,Medium,Special Event,Distributed,Youth,Local,53.93830997
8151506.799,4.117648101,4,110,Excellent,Low,Moderate,High,Holiday,Distributed,Professionals,Regional,70.6090249
7984354.526,8.663089211,4,166,Good,High,,High,,Concentrated,Youth,Global,72.64436932
2299733.477,3.692623635,1,177,Poor,Low,Precise,Low,Regular,Concentrated,Youth,Global,34.84134473
6564402.856,5.129924426,4,125,Excellent,High,Broad,High,,Distributed,Seniors,Regional,50.70044137
2788297.317,6.560233352,5,59,Good,High,Moderate,High,Holiday,Distributed,Youth,Regional,58.609485
8911043.643,14.18577109,3,12,Average,Low,Precise,High,Holiday,Concentrated,Professionals,,83.22661642
886495.8147,7.049237895,4,93,Excellent,Medium,Moderate,Low,Holiday,,Seniors,Local,90.65877024
7654093.133,2.983932366,3,108,Average,High,Precise,Medium,Holiday,Concentrated,Youth,National,47.24033141
1901083.012,2.899568865,5,125,Poor,Medium,Broad,Medium,Regular,Distributed,Professionals,Global,35.97353499
2998648.274,7.572544026,4,169,Poor,Low,Precise,High,Holiday,Distributed,Youth,Regional,37.69378953
2596640.734,12.54931602,1,128,Excellent,Low,Precise,Low,Holiday,Distributed,Seniors,National,37.22489586
6240626.665,3.696638605,1,47,Excellent,Low,Precise,Medium,Holiday,Concentrated,Family,Global,78.01776269
868119.7682,10.87745905,3,130,Good,Medium,Moderate,Low,Holiday,Distributed,Professionals,Local,69.84864624
2380156.147,10.30486316,4,99,Excellent,High,Precise,Low,Special Event,Distributed,Family,,86.26111953
6600589.44,7.659731256,1,138,Excellent,Medium,Broad,Medium,Special Event,Distributed,Seniors,National,35.80632359
1847334.394,,4,,Excellent,Low,Broad,Medium,Holiday,Distributed,Seniors,Global,37.51817626
1507976.333,6.630251592,3,8,Poor,Low,Precise,Medium,Special Event,Concentrated,Family,Regional,35.51466796
9723070.998,3.243369488,1,,Poor,Low,Broad,High,Holiday,Distributed,,Regional,83.0634265
9656904.241,9.613299097,4,80,Poor,Low,Broad,Medium,Special Event,Concentrated,Family,Global,33.73319275
8627114.032,5.211299053,1,87,Poor,High,Broad,Low,Special Event,Distributed,Seniors,Local,72.34187938
363713.8143,11.53362201,5,133,Excellent,Low,Broad,High,Regular,Distributed,Seniors,National,94.78617207
,8.344317118,2,50,Good,Medium,Precise,Low,Special Event,,Professionals,Local,56.94422789
7068464.95,,5,93,Average,Low,Broad,Low,Special Event,Concentrated,Youth,Local,29.0397353
4257819.348,14.91193262,2,89,Poor,High,Moderate,High,Regular,Concentrated,Seniors,National,40.20131109
1387983.665,8.131948371,2,37,Poor,Medium,Precise,Low,Holiday,Distributed,Youth,National,68.52782655
648887.2664,,3,101,Good,Low,Moderate,Low,Regular,Concentrated,Youth,Regional,20.79883351
5992764.508,9.245045086,5,81,Poor,High,Broad,Medium,Holiday,Distributed,Professionals,National,23.81712661
143215.8823,13.32857865,3,96,Poor,Medium,Broad,High,Regular,Distributed,Seniors,Regional,43.9176665
1020321.304,8.898564428,,102,Good,Medium,Broad,,Holiday,,Seniors,National,29.71496055
,3.769522289,3,46,Excellent,High,Precise,Low,Special Event,Distributed,Family,Local,59.40456545
9531014.348,9.741253987,2,29,,Medium,,High,Special Event,Concentrated,Professionals,Regional,20.60682228
9602210.012,3.476527088,3,136,Poor,Low,,High,Holiday,Concentrated,,National,25.91253328
2978622.351,7.576474716,4,63,Poor,Medium,Precise,High,Special Event,Distributed,Youth,Local,70.29420366
2209864.076,4.11997537,3,44,Good,Low,Broad,Low,Holiday,Distributed,Youth,National,67.92545966
2719514.666,12.43001394,5,30,Good,High,Broad,High,Special Event,Concentrated,Youth,National,50.77437395
5060102.524,1.703310349,3,169,Average,Medium,Moderate,Medium,Holiday,Concentrated,Family,National,80.34235907
7752717.284,13.02445252,,173,Poor,High,Broad,High,Regular,Distributed,Seniors,,43.13871872
1652461.087,2.690329388,4,57,,Medium,Precise,,Regular,Concentrated,Professionals,Regional,48.13669683
6685360.827,4.155264554,4,175,Excellent,Medium,Precise,Low,Special Event,Distributed,Family,Local,97.91806735
5630501.352,6.24706348,3,96,Poor,Medium,Broad,Medium,Regular,Concentrated,Youth,Local,86.49284345
5091166.58,4.780590554,2,169,Excellent,Medium,Moderate,High,Holiday,Distributed,Family,National,70.22481818
8158765.648,4.897339968,3,133,Average,Medium,Precise,High,Holiday,Distributed,Youth,Global,64.99573813
5537037.079,7.448010363,,147,Poor,Medium,Broad,Low,Regular,Concentrated,Family,National,30.80513832
3490649.182,6.037665361,1,42,Average,Low,Precise,Medium,Special Event,Concentrated,Youth,National,46.03166074
9689125.36,3.267994514,3,169,Poor,Low,Precise,Medium,Regular,Distributed,Youth,Local,95.0607829
4992951.837,,1,177,Poor,High,Broad,High,Regular,Distributed,Youth,Local,41.25698829
9693195.594,,1,174,Average,High,Moderate,High,Special Event,Distributed,,Global,57.47624906
5856978.634,11.86964563,3,21,Poor,Medium,Broad,Medium,,Concentrated,Youth,National,25.5798006
7493547.702,2.297376007,3,,Good,High,Precise,Medium,Holiday,Distributed,Youth,Global,36.07746936
6565156.956,8.672914763,2,166,Good,Low,Broad,Medium,Holiday,Distributed,Family,Global,
6001098.293,6.910047465,3,165,,Medium,Moderate,High,Special Event,Distributed,Seniors,Global,49.11413694
5419709.189,9.406079497,2,90,Poor,Medium,,Medium,Special Event,Distributed,Professionals,National,85.1127305
7261107.772,10.96582259,5,45,Excellent,Low,Precise,Low,Holiday,Distributed,Youth,Global,97.10220007
,5.741605907,5,40,,,Moderate,High,,Distributed,Family,Global,20.07297594
8882504.338,,,,Good,High,Precise,Medium,Holiday,Concentrated,Youth,,55.50954589
2041361.983,12.12416808,3,174,Good,High,Precise,High,Holiday,Distributed,Family,Global,49.89669948
4203273.278,2.848010433,4,30,Poor,Medium,Broad,Low,Regular,Distributed,Youth,Global,56.63110779
1237273.857,2.996015027,5,71,,,Broad,High,Special Event,Concentrated,Youth,Local,71.67346679
7356200.801,4.056745761,4,24,Average,Medium,Precise,Medium,Special Event,Distributed,Professionals,Local,22.2558534
2414839.952,1.499812657,5,42,Excellent,Low,Precise,High,Holiday,Distributed,Professionals,Global,36.50687317
7353216.785,4.182257827,2,63,Average,Medium,Precise,Low,Special Event,Distributed,Family,National,80.02072651
1148356.655,8.251584246,,66,Excellent,Medium,Broad,High,Regular,Distributed,Professionals,Regional,66.55933279
6331924.225,6.310135512,1,47,Average,Low,Moderate,Low,Holiday,Concentrated,Seniors,National,27.5237677
3954413.755,9.18448879,1,50,Average,Medium,Moderate,High,Special Event,Concentrated,Seniors,Regional,99.85124717
,1.597599532,4,84,Excellent,High,Broad,Medium,Regular,Distributed,Family,Global,65.94985628
4423732.872,10.26386974,5,75,Excellent,Low,Broad,High,Holiday,Distributed,Seniors,National,99.86751737
1729780.584,13.47800513,2,133,Average,Medium,Moderate,High,Holiday,Distributed,Youth,Local,25.68280397
7144144.2,4.622255901,3,169,Poor,Low,Broad,Medium,Regular,Distributed,Family,Global,70.31554868
3811853.091,13.83248415,4,67,Poor,Medium,Precise,Low,Special Event,Distributed,Seniors,Local,54.28612885
7746430.304,1.414459376,3,36,Poor,High,Moderate,Low,Special Event,Concentrated,Family,Regional,40.57735564
8824927.498,14.67857553,3,77,Poor,High,Moderate,Low,Special Event,Distributed,Seniors,Global,42.22320018
7577086.524,1.715959768,1,22,Good,High,Broad,Low,Regular,Distributed,Professionals,Local,86.19850393
4107480.917,8.258706301,2,19,Average,Medium,Moderate,High,Holiday,Concentrated,Family,National,35.53038939
1231771.069,4.746112837,3,126,Average,Medium,Precise,High,Special Event,Concentrated,Family,Local,99.72937786
7594832.695,5.401310627,4,155,Excellent,Medium,Moderate,Medium,Regular,Concentrated,Professionals,Global,62.83418196
1370653.586,3.787944118,1,,Poor,Medium,Moderate,Medium,,Distributed,Family,Global,77.33932401
7153012.294,6.932345328,2,105,Average,Medium,Precise,Low,Special Event,Concentrated,Family,Regional,31.13524367
9350466.253,11.65682809,1,,Good,High,Moderate,Low,Regular,Concentrated,Family,Local,28.79800133
6372221.026,1.721345054,2,21,Good,Low,Precise,Medium,Special Event,Concentrated,Family,Regional,66.74021707
6721879.237,12.28252719,3,65,Poor,Low,Moderate,Low,Special Event,Concentrated,Youth,Regional,41.18084082
4630204.711,12.35866573,2,29,Good,Medium,Moderate,Medium,Holiday,Concentrated,Youth,Local,59.49566498
2426773.977,12.66214786,4,169,Good,Medium,Broad,Low,Holiday,Distributed,Family,Regional,
4232245.639,3.013144214,2,134,Excellent,High,Moderate,Low,Special Event,Distributed,Seniors,Local,86.03729141
7426292.647,6.715904689,1,83,Average,High,,High,Special Event,,Family,Global,57.47443087
7775894.353,6.90174557,4,8,Excellent,High,Moderate,Medium,Special Event,Concentrated,Family,National,79.4264168
5040735.319,6.895143129,4,,Poor,High,Broad,High,Regular,Distributed,Professionals,National,76.0429352
,7.862798088,2,80,Poor,Low,Precise,Medium,Regular,Distributed,Youth,Regional,36.47653196
6575518.097,,1,159,Good,High,Precise,High,Special Event,Concentrated,Family,Regional,64.77164465
6275427.239,14.40771213,1,,Average,Low,Broad,Low,Special Event,Concentrated,Youth,Global,47.21875191
638227.2911,10.67217863,4,88,Average,Low,Precise,High,Regular,Distributed,Professionals,Global,28.48019035
,14.64855142,4,65,Poor,Medium,Precise,High,,Distributed,Family,Local,40.70265699
1016257.014,13.39991767,4,156,Good,High,Broad,Medium,Special Event,Concentrated,Seniors,Local,49.37016509
8267822.833,6.092310219,4,141,Average,Medium,Broad,High,Special Event,Distributed,Family,Global,24.18410003
6356340.279,12.5954073,1,166,Average,Medium,Precise,High,Regular,Distributed,Youth,Local,39.85105537
9491971.526,10.80178231,1,16,Average,Medium,Broad,High,,Distributed,Seniors,Local,33.3142894
8683498.972,4.269252832,5,123,Average,Medium,Broad,Low,Special Event,Distributed,Seniors,Regional,96.49759591
6148231.213,4.120544526,4,106,Good,Low,Precise,High,Regular,Distributed,Family,Local,47.70851831
,12.04548047,2,146,Poor,Low,Broad,High,Regular,Distributed,Youth,Regional,39.01142648
7082083.361,6.001104769,5,104,Average,High,Precise,Medium,Regular,Distributed,Youth,Regional,22.40418521
861180.5173,1.88280286,4,117,Good,Low,Precise,High,Regular,,Family,National,31.93052531
351767.6979,1.171554126,2,156,Average,Medium,Precise,High,Special Event,Distributed,Youth,Local,76.6384575
4859912.683,3.583771346,4,104,Excellent,High,Precise,Medium,Regular,Concentrated,Professionals,Local,23.0932048
5539914.174,11.21367662,4,89,Poor,Medium,,,,Distributed,Seniors,Regional,55.95164019
9730151.986,7.061659586,2,110,Average,High,Moderate,High,,Distributed,Seniors,Global,35.40433458
1464928.53,5.393406539,5,137,Average,Medium,Broad,Medium,Holiday,Concentrated,Youth,National,88.41712503
8031050.067,,2,89,Good,Low,Precise,Medium,Regular,Concentrated,Family,Global,28.31625986
4269823.998,5.866805829,5,91,,Low,Precise,Low,Holiday,Concentrated,Youth,National,50.83557018
1669033.493,6.353632647,2,41,Average,Low,Broad,Medium,Regular,Distributed,Family,Regional,94.39384474
5710518.48,6.75217641,2,93,Good,Medium,Broad,High,Holiday,Concentrated,Professionals,Local,83.56335295
4597173.444,2.518933196,5,27,Poor,Low,Broad,Low,Holiday,Concentrated,Professionals,Global,96.19373902
5706503.224,5.220983135,5,105,Good,Medium,Precise,Medium,Special Event,Concentrated,Family,Regional,25.41170799
1333530.489,6.279635916,5,42,Average,Medium,Moderate,Low,Holiday,Distributed,Professionals,National,69.55386592
696486.9065,5.900106632,2,41,Excellent,Medium,Moderate,Medium,Special Event,Distributed,Seniors,Global,32.50727886
226442.9014,4.47897454,3,62,Poor,Low,Precise,Low,Special Event,Concentrated,Youth,National,72.8085999
